                       id                        |      experiment_id      | srx_accession | organism | analysis_date | process_type | status |       start_datetime       | finish_datetime | path | process_id  |                                                         accessions_file                                                          
 SRX11675297_SRR15372741_scRecounter_version_1_0 | SRX11675297_SRR15372741 | SRR15372741   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 04:28:26.680983 |                 |      | version_1_0 | 
 SRX11907480_SRR15610182_scRecounter_version_1_0 | SRX11907480_SRR15610182 | SRR15610182   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 05:17:13.360334 |                 |      | version_1_0 | 
 SRX11907481_SRR15610183_scRecounter_version_1_0 | SRX11907481_SRR15610183 | SRR15610183   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 05:17:13.381547 |                 |      | version_1_0 | 
 SRX11907482_SRR15610184_scRecounter_version_1_0 | SRX11907482_SRR15610184 | SRR15610184   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 06:05:04.353704 |                 |      | version_1_0 | 
 SRX11907487_SRR15610189_scRecounter_version_1_0 | SRX11907487_SRR15610189 | SRR15610189   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 06:05:04.392717 |                 |      | version_1_0 | 
 SRX11907483_SRR15610185_scRecounter_version_1_0 | SRX11907483_SRR15610185 | SRR15610185   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 06:05:04.43271  |                 |      | version_1_0 | 
 SRX11907484_SRR15610186_scRecounter_version_1_0 | SRX11907484_SRR15610186 | SRR15610186   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 06:05:04.464548 |                 |      | version_1_0 | 
 SRX11907488_SRR15610190_scRecounter_version_1_0 | SRX11907488_SRR15610190 | SRR15610190   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 06:05:04.466789 |                 |      | version_1_0 | 
 SRX11907486_SRR15610188_scRecounter_version_1_0 | SRX11907486_SRR15610188 | SRR15610188   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 06:05:04.477142 |                 |      | version_1_0 | 
 SRX11907485_SRR15610187_scRecounter_version_1_0 | SRX11907485_SRR15610187 | SRR15610187   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 06:05:04.556032 |                 |      | version_1_0 | 
 SRX11907490_SRR15610192_scRecounter_version_1_0 | SRX11907490_SRR15610192 | SRR15610192   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 06:10:24.149211 |                 |      | version_1_0 | 
 SRX11907491_SRR15610193_scRecounter_version_1_0 | SRX11907491_SRR15610193 | SRR15610193   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 06:10:24.223066 |                 |      | version_1_0 | 
 SRX11907489_SRR15610191_scRecounter_version_1_0 | SRX11907489_SRR15610191 | SRR15610191   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 06:10:24.321291 |                 |      | version_1_0 | 
 SRX11450618_SRR15143188_scRecounter_version_1_0 | SRX11450618_SRR15143188 | SRR15143188   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:30.731123 |                 |      | version_1_0 | 
 SRX11450623_SRR15143193_scRecounter_version_1_0 | SRX11450623_SRR15143193 | SRR15143193   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:30.774023 |                 |      | version_1_0 | 
 SRX11450587_SRR15143157_scRecounter_version_1_0 | SRX11450587_SRR15143157 | SRR15143157   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:30.834855 |                 |      | version_1_0 | 
 SRX11450617_SRR15143187_scRecounter_version_1_0 | SRX11450617_SRR15143187 | SRR15143187   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:30.919939 |                 |      | version_1_0 | 
 SRX11450599_SRR15143169_scRecounter_version_1_0 | SRX11450599_SRR15143169 | SRR15143169   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:30.986692 |                 |      | version_1_0 | 
 SRX11450579_SRR15143149_scRecounter_version_1_0 | SRX11450579_SRR15143149 | SRR15143149   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:30.996853 |                 |      | version_1_0 | 
 SRX11450624_SRR15143194_scRecounter_version_1_0 | SRX11450624_SRR15143194 | SRR15143194   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.014368 |                 |      | version_1_0 | 
 SRX11450607_SRR15143177_scRecounter_version_1_0 | SRX11450607_SRR15143177 | SRR15143177   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.084079 |                 |      | version_1_0 | 
 SRX11450622_SRR15143192_scRecounter_version_1_0 | SRX11450622_SRR15143192 | SRR15143192   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.124557 |                 |      | version_1_0 | 
 SRX11450616_SRR15143186_scRecounter_version_1_0 | SRX11450616_SRR15143186 | SRR15143186   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.135203 |                 |      | version_1_0 | 
 SRX11450609_SRR15143179_scRecounter_version_1_0 | SRX11450609_SRR15143179 | SRR15143179   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.158465 |                 |      | version_1_0 | 
 SRX11450586_SRR15143156_scRecounter_version_1_0 | SRX11450586_SRR15143156 | SRR15143156   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.251302 |                 |      | version_1_0 | 
 SRX11450615_SRR15143185_scRecounter_version_1_0 | SRX11450615_SRR15143185 | SRR15143185   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.267217 |                 |      | version_1_0 | 
 SRX11450596_SRR15143166_scRecounter_version_1_0 | SRX11450596_SRR15143166 | SRR15143166   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.303937 |                 |      | version_1_0 | 
 SRX11450595_SRR15143165_scRecounter_version_1_0 | SRX11450595_SRR15143165 | SRR15143165   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.307979 |                 |      | version_1_0 | 
 SRX11450600_SRR15143170_scRecounter_version_1_0 | SRX11450600_SRR15143170 | SRR15143170   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.303154 |                 |      | version_1_0 | 
 SRX11450621_SRR15143191_scRecounter_version_1_0 | SRX11450621_SRR15143191 | SRR15143191   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.328481 |                 |      | version_1_0 | 
 SRX11450588_SRR15143158_scRecounter_version_1_0 | SRX11450588_SRR15143158 | SRR15143158   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.332241 |                 |      | version_1_0 | 
 SRX11450578_SRR15143148_scRecounter_version_1_0 | SRX11450578_SRR15143148 | SRR15143148   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.342231 |                 |      | version_1_0 | 
 SRX11450582_SRR15143152_scRecounter_version_1_0 | SRX11450582_SRR15143152 | SRR15143152   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.372082 |                 |      | version_1_0 | 
 SRX11450608_SRR15143178_scRecounter_version_1_0 | SRX11450608_SRR15143178 | SRR15143178   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.394093 |                 |      | version_1_0 | 
 SRX11450584_SRR15143154_scRecounter_version_1_0 | SRX11450584_SRR15143154 | SRR15143154   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.437428 |                 |      | version_1_0 | 
 SRX11450626_SRR15143196_scRecounter_version_1_0 | SRX11450626_SRR15143196 | SRR15143196   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.449705 |                 |      | version_1_0 | 
 SRX11450610_SRR15143180_scRecounter_version_1_0 | SRX11450610_SRR15143180 | SRR15143180   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.460092 |                 |      | version_1_0 | 
 SRX11450611_SRR15143181_scRecounter_version_1_0 | SRX11450611_SRR15143181 | SRR15143181   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.515695 |                 |      | version_1_0 | 
 SRX11450593_SRR15143163_scRecounter_version_1_0 | SRX11450593_SRR15143163 | SRR15143163   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.517115 |                 |      | version_1_0 | 
 SRX11450594_SRR15143164_scRecounter_version_1_0 | SRX11450594_SRR15143164 | SRR15143164   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.520511 |                 |      | version_1_0 | 
 SRX11450605_SRR15143175_scRecounter_version_1_0 | SRX11450605_SRR15143175 | SRR15143175   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.526805 |                 |      | version_1_0 | 
 SRX11450590_SRR15143160_scRecounter_version_1_0 | SRX11450590_SRR15143160 | SRR15143160   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.542746 |                 |      | version_1_0 | 
 SRX11450612_SRR15143182_scRecounter_version_1_0 | SRX11450612_SRR15143182 | SRR15143182   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.57027  |                 |      | version_1_0 | 
 SRX11450597_SRR15143167_scRecounter_version_1_0 | SRX11450597_SRR15143167 | SRR15143167   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.574771 |                 |      | version_1_0 | 
 SRX11450589_SRR15143159_scRecounter_version_1_0 | SRX11450589_SRR15143159 | SRR15143159   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.579549 |                 |      | version_1_0 | 
 SRX11450591_SRR15143161_scRecounter_version_1_0 | SRX11450591_SRR15143161 | SRR15143161   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.583796 |                 |      | version_1_0 | 
 SRX11450598_SRR15143168_scRecounter_version_1_0 | SRX11450598_SRR15143168 | SRR15143168   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.591408 |                 |      | version_1_0 | 
 SRX11450627_SRR15143197_scRecounter_version_1_0 | SRX11450627_SRR15143197 | SRR15143197   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.609345 |                 |      | version_1_0 | 
 SRX11450585_SRR15143155_scRecounter_version_1_0 | SRX11450585_SRR15143155 | SRR15143155   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.611523 |                 |      | version_1_0 | 
 SRX11450614_SRR15143184_scRecounter_version_1_0 | SRX11450614_SRR15143184 | SRR15143184   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.62707  |                 |      | version_1_0 | 
 SRX11450601_SRR15143171_scRecounter_version_1_0 | SRX11450601_SRR15143171 | SRR15143171   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.645021 |                 |      | version_1_0 | 
 SRX11450619_SRR15143189_scRecounter_version_1_0 | SRX11450619_SRR15143189 | SRR15143189   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.656174 |                 |      | version_1_0 | 
 SRX11450592_SRR15143162_scRecounter_version_1_0 | SRX11450592_SRR15143162 | SRR15143162   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.670144 |                 |      | version_1_0 | 
 SRX11450604_SRR15143174_scRecounter_version_1_0 | SRX11450604_SRR15143174 | SRR15143174   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.688963 |                 |      | version_1_0 | 
 SRX11450581_SRR15143151_scRecounter_version_1_0 | SRX11450581_SRR15143151 | SRR15143151   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.691456 |                 |      | version_1_0 | 
 SRX11450613_SRR15143183_scRecounter_version_1_0 | SRX11450613_SRR15143183 | SRR15143183   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.706546 |                 |      | version_1_0 | 
 SRX11450580_SRR15143150_scRecounter_version_1_0 | SRX11450580_SRR15143150 | SRR15143150   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.724031 |                 |      | version_1_0 | 
 SRX11450606_SRR15143176_scRecounter_version_1_0 | SRX11450606_SRR15143176 | SRR15143176   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.737749 |                 |      | version_1_0 | 
 SRX11450603_SRR15143173_scRecounter_version_1_0 | SRX11450603_SRR15143173 | SRR15143173   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.740564 |                 |      | version_1_0 | 
 SRX11450583_SRR15143153_scRecounter_version_1_0 | SRX11450583_SRR15143153 | SRR15143153   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.767433 |                 |      | version_1_0 | 
 SRX11450625_SRR15143195_scRecounter_version_1_0 | SRX11450625_SRR15143195 | SRR15143195   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.765635 |                 |      | version_1_0 | 
 SRX11450620_SRR15143190_scRecounter_version_1_0 | SRX11450620_SRR15143190 | SRR15143190   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.814325 |                 |      | version_1_0 | 
 SRX11450602_SRR15143172_scRecounter_version_1_0 | SRX11450602_SRR15143172 | SRR15143172   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 07:54:31.847354 |                 |      | version_1_0 | 
 SRX11440317_SRR15132658_scRecounter_version_1_0 | SRX11440317_SRR15132658 | SRR15132658   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 09:09:59.471875 |                 |      | version_1_0 | 
 SRX10124087_SRR13736570_scRecounter_version_1_0 | SRX10124087_SRR13736570 | SRR13736570   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 09:09:59.576413 |                 |      | version_1_0 | 
 SRX10167848_SRR13782542_scRecounter_version_1_0 | SRX10167848_SRR13782542 | SRR13782542   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 09:11:01.078661 |                 |      | version_1_0 | 
 SRX10167846_SRR13782535_scRecounter_version_1_0 | SRX10167846_SRR13782535 | SRR13782535   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 09:11:01.1505   |                 |      | version_1_0 | 
 SRX10167845_SRR13782533_scRecounter_version_1_0 | SRX10167845_SRR13782533 | SRR13782533   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 09:11:01.17383  |                 |      | version_1_0 | 
 SRX10167847_SRR13782540_scRecounter_version_1_0 | SRX10167847_SRR13782540 | SRR13782540   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 09:11:01.177904 |                 |      | version_1_0 | 
 SRX10167848_SRR13782543_scRecounter_version_1_0 | SRX10167848_SRR13782543 | SRR13782543   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 09:11:01.188172 |                 |      | version_1_0 | 
 SRX10167845_SRR13782534_scRecounter_version_1_0 | SRX10167845_SRR13782534 | SRR13782534   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 09:11:01.194364 |                 |      | version_1_0 | 
 SRX10167844_SRR13782531_scRecounter_version_1_0 | SRX10167844_SRR13782531 | SRR13782531   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 09:11:01.213077 |                 |      | version_1_0 | 
 SRX10167846_SRR13782536_scRecounter_version_1_0 | SRX10167846_SRR13782536 | SRR13782536   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 09:11:01.217912 |                 |      | version_1_0 | 
 SRX10167846_SRR13782537_scRecounter_version_1_0 | SRX10167846_SRR13782537 | SRR13782537   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 09:11:01.221182 |                 |      | version_1_0 | 
 SRX10167844_SRR13782529_scRecounter_version_1_0 | SRX10167844_SRR13782529 | SRR13782529   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 09:11:01.227623 |                 |      | version_1_0 | 
 SRX10167844_SRR13782530_scRecounter_version_1_0 | SRX10167844_SRR13782530 | SRR13782530   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 09:11:01.240366 |                 |      | version_1_0 | 
 SRX10167847_SRR13782539_scRecounter_version_1_0 | SRX10167847_SRR13782539 | SRR13782539   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 09:11:01.260527 |                 |      | version_1_0 | 
 SRX10167847_SRR13782538_scRecounter_version_1_0 | SRX10167847_SRR13782538 | SRR13782538   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 09:11:01.298096 |                 |      | version_1_0 | 
 SRX10167848_SRR13782541_scRecounter_version_1_0 | SRX10167848_SRR13782541 | SRR13782541   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 09:11:01.300386 |                 |      | version_1_0 | 
 SRX10167845_SRR13782532_scRecounter_version_1_0 | SRX10167845_SRR13782532 | SRR13782532   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 09:11:01.371995 |                 |      | version_1_0 | 
 SRX10167851_SRR13782551_scRecounter_version_1_0 | SRX10167851_SRR13782551 | SRR13782551   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 09:16:26.099345 |                 |      | version_1_0 | 
